timestamp,temperature_celsius,cloud_cover_percentage,panel_age_in_days,days_since_cleaning,ideal_power_kw,actual_power_kw,energy_loss_kw
2023-01-03 07:00:00,-1.394,90.01,2,2.292,1.983,1.969,0.014
2023-01-03 08:00:00,-3.729,82.698,2,2.333,2.692,2.673,0.019
2023-01-03 09:00:00,-1.634,17.417,2,2.375,7.898,7.841,0.056
2023-01-03 10:00:00,0.442,41.327,2,2.417,6.333,6.287,0.046
2023-01-03 11:00:00,2.23,77.055,2,2.458,3.548,3.522,0.026
2023-01-03 12:00:00,-0.509,98.006,2,2.5,1.833,1.819,0.014
2023-01-03 13:00:00,-0.093,95.114,2,2.542,2.056,2.04,0.016
2023-01-03 14:00:00,-2.434,89.936,2,2.583,2.42,2.401,0.019
2023-01-03 15:00:00,-3.408,15.837,2,2.625,8.019,7.956,0.063
2023-01-03 16:00:00,-0.426,91.448,2,2.667,2.061,2.044,0.017
2023-01-03 17:00:00,-0.544,87.844,2,2.708,2.126,2.109,0.017
2023-01-03 18:00:00,-4.695,37.695,2,2.75,4.85,4.81,0.04
2023-01-03 19:00:00,-3.838,39.452,2,2.792,4.086,4.052,0.034
2023-01-03 20:00:00,-6.328,45.991,2,2.833,3.084,3.057,0.026
2023-01-03 21:00:00,-9.377,65.618,2,2.875,1.734,1.719,0.015
2023-01-03 22:00:00,-8.158,26.084,2,2.917,2.026,2.008,0.018
2023-01-03 23:00:00,-6.305,2.295,2,2.958,1.28,1.269,0.011
2023-01-04 00:00:00,-9.558,14.123,3,3.0,0.0,0.0,0.0
2023-01-04 01:00:00,-6.186,44.012,3,3.042,0.827,0.819,0.008
2023-01-04 02:00:00,-14.056,28.2,3,3.083,1.98,1.962,0.018
2023-01-04 03:00:00,-6.378,76.452,3,3.125,1.389,1.376,0.013
2023-01-04 04:00:00,-6.812,10.669,3,3.167,4.555,4.512,0.043
2023-01-04 05:00:00,-6.378,91.747,3,3.208,1.433,1.419,0.014
2023-01-04 06:00:00,-4.303,89.533,3,3.25,1.795,1.778,0.018
2023-01-04 07:00:00,-7.167,90.876,3,3.292,1.925,1.906,0.019
2023-01-04 08:00:00,-2.425,73.961,3,3.333,3.323,3.289,0.033
2023-01-04 09:00:00,-0.236,10.7,3,3.375,8.415,8.329,0.086
2023-01-04 10:00:00,2.8,43.814,3,3.417,6.133,6.069,0.063
2023-01-04 11:00:00,-0.693,13.141,3,0.0,8.829,8.828,0.0
2023-01-04 12:00:00,-1.103,98.77,3,0.042,1.769,1.769,0.0
2023-01-04 13:00:00,-0.66,33.304,3,0.083,7.163,7.161,0.002
2023-01-04 14:00:00,1.675,58.533,3,0.125,4.948,4.946,0.002
2023-01-04 15:00:00,-0.293,77.939,3,0.167,3.238,3.236,0.002
2023-01-04 16:00:00,-3.046,92.062,3,0.208,2.016,2.015,0.001
2023-01-04 17:00:00,-2.165,75.555,3,0.25,2.938,2.936,0.002
2023-01-04 18:00:00,-4.292,67.45,3,0.292,3.097,3.094,0.003
2023-01-04 19:00:00,-3.843,46.598,3,0.333,3.724,3.72,0.004
2023-01-04 20:00:00,-8.39,60.54,3,0.375,2.477,2.475,0.003
2023-01-04 21:00:00,-8.677,9.416,3,0.417,3.527,3.522,0.005
2023-01-04 22:00:00,-9.6,88.392,3,0.458,0.682,0.681,0.001
2023-01-04 23:00:00,-12.243,54.378,3,0.5,0.714,0.713,0.001
2023-01-05 00:00:00,-8.825,4.014,4,0.542,0.0,0.0,0.0
2023-01-05 01:00:00,-8.724,91.99,4,0.583,0.305,0.304,0.001
2023-01-05 02:00:00,-8.737,48.93,4,0.625,1.533,1.53,0.003
2023-01-05 03:00:00,-8.422,86.859,4,0.667,1.057,1.055,0.002
2023-01-05 04:00:00,-9.748,85.689,4,0.708,1.43,1.427,0.003
2023-01-05 05:00:00,-6.552,81.575,4,0.75,1.949,1.945,0.004
2023-01-05 06:00:00,-5.102,6.14,4,0.792,6.709,6.693,0.016
2023-01-05 07:00:00,-4.727,24.707,4,0.833,6.3,6.284,0.016
2023-01-05 08:00:00,-2.24,87.555,4,0.875,2.342,2.335,0.006
2023-01-05 09:00:00,-0.073,89.899,4,0.917,2.317,2.311,0.006
2023-01-05 10:00:00,3.686,45.807,4,0.958,5.972,5.955,0.017
2023-01-05 11:00:00,0.762,44.004,4,1.0,6.279,6.26,0.019
2023-01-05 12:00:00,1.098,17.514,4,1.042,8.54,8.513,0.027
2023-01-05 13:00:00,0.264,96.841,4,1.083,1.913,1.907,0.006
2023-01-05 14:00:00,-3.924,21.314,4,1.125,7.944,7.916,0.027
2023-01-05 15:00:00,-0.934,19.094,4,1.167,7.769,7.741,0.028
2023-01-05 16:00:00,-1.796,66.073,4,1.208,3.892,3.878,0.014
2023-01-05 17:00:00,1.804,24.284,4,1.25,6.328,6.304,0.024
2023-01-05 18:00:00,-4.802,93.877,4,1.292,1.539,1.533,0.006
2023-01-05 19:00:00,-5.108,1.091,4,1.333,6.032,6.008,0.024
2023-01-05 20:00:00,-6.986,0.575,4,1.375,4.976,4.955,0.021
2023-01-05 21:00:00,-10.29,50.488,4,1.417,2.217,2.207,0.01
2023-01-05 22:00:00,-6.461,48.806,4,1.458,1.536,1.529,0.007
2023-01-05 23:00:00,-7.743,16.336,4,1.5,1.128,1.122,0.005
2023-01-06 00:00:00,-7.761,49.452,5,1.542,0.0,0.0,0.0
2023-01-06 01:00:00,-10.992,41.166,5,1.583,0.857,0.853,0.004
2023-01-06 02:00:00,-5.868,89.033,5,1.625,0.668,0.665,0.003
2023-01-06 03:00:00,-10.683,0.925,5,1.667,3.797,3.778,0.019
2023-01-06 04:00:00,-5.67,97.627,5,1.708,0.932,0.927,0.005
2023-01-06 05:00:00,-1.257,62.439,5,1.75,2.92,2.905,0.016
2023-01-06 06:00:00,-6.325,15.184,5,1.792,6.176,6.143,0.034
2023-01-06 07:00:00,-4.182,4.676,5,1.833,7.624,7.582,0.042
2023-01-06 08:00:00,-1.644,53.811,5,1.875,4.777,4.75,0.027
2023-01-06 09:00:00,-1.815,23.489,5,1.917,7.43,7.387,0.043
2023-01-06 10:00:00,-3.115,30.117,5,0.0,7.235,7.235,0.0
2023-01-06 11:00:00,0.623,24.513,5,0.042,7.889,7.888,0.002
2023-01-06 12:00:00,-1.468,65.017,5,0.083,4.582,4.58,0.001
2023-01-06 13:00:00,1.433,55.353,5,0.125,5.341,5.339,0.002
2023-01-06 14:00:00,-1.852,7.797,5,0.167,9.032,9.026,0.005
2023-01-06 15:00:00,2.292,52.653,5,0.208,5.185,5.181,0.004
2023-01-06 16:00:00,-3.41,79.119,5,0.25,2.95,2.948,0.002
2023-01-06 17:00:00,-3.694,8.119,5,0.292,7.397,7.39,0.007
2023-01-06 18:00:00,-2.716,88.974,5,0.333,1.828,1.826,0.002
2023-01-06 19:00:00,-8.099,57.831,5,0.375,3.154,3.15,0.004
2023-01-06 20:00:00,-6.389,95.062,5,0.417,1.039,1.038,0.001
2023-01-06 21:00:00,-5.265,14.814,5,0.458,3.354,3.35,0.005
2023-01-06 22:00:00,-11.889,99.356,5,0.5,0.445,0.445,0.001
2023-01-06 23:00:00,-8.804,64.427,5,0.542,0.604,0.603,0.001
2023-01-07 00:00:00,-8.746,56.749,6,0.583,0.0,0.0,0.0
2023-01-07 01:00:00,-7.532,51.528,6,0.625,0.745,0.743,0.001
2023-01-07 02:00:00,-11.07,2.365,6,0.667,2.537,2.532,0.005
2023-01-07 03:00:00,-10.442,93.964,6,0.708,0.83,0.828,0.002
2023-01-07 04:00:00,-5.722,64.399,6,0.75,2.317,2.311,0.005
2023-01-07 05:00:00,-4.966,9.163,6,0.792,5.623,5.609,0.014
2023-01-07 06:00:00,-3.765,2.095,6,0.833,6.948,6.93,0.018
2023-01-07 07:00:00,-2.279,5.078,6,0.875,7.598,7.577,0.021
2023-01-07 08:00:00,-3.126,60.94,6,0.917,4.262,4.25,0.012
2023-01-07 09:00:00,-0.266,61.402,6,0.958,4.511,4.498,0.013
2023-01-07 10:00:00,0.65,49.967,6,1.0,5.637,5.62,0.017
2023-01-07 11:00:00,-0.865,30.677,6,1.042,7.38,7.356,0.024
2023-01-07 12:00:00,4.466,53.174,6,1.083,5.569,5.55,0.019
2023-01-07 13:00:00,1.511,51.63,6,1.125,5.649,5.629,0.02
2023-01-07 14:00:00,-2.318,1.942,6,1.167,9.503,9.469,0.034
2023-01-07 15:00:00,0.583,28.247,6,1.208,7.064,7.038,0.026
2023-01-07 16:00:00,-3.715,5.319,6,1.25,8.276,8.245,0.032
2023-01-07 17:00:00,-1.398,90.015,6,1.292,1.982,1.975,0.008
2023-01-07 18:00:00,-1.949,72.522,6,1.333,2.798,2.786,0.011
2023-01-07 19:00:00,-7.201,99.612,6,1.375,1.034,1.03,0.004
2023-01-07 20:00:00,-4.839,30.217,6,1.417,3.741,3.725,0.016
2023-01-07 21:00:00,-6.976,87.849,6,1.458,1.025,1.021,0.005
2023-01-07 22:00:00,-6.952,60.305,6,1.5,1.288,1.282,0.006
2023-01-07 23:00:00,-5.302,45.313,6,1.542,0.812,0.809,0.004
2023-01-08 00:00:00,-9.675,22.257,7,1.583,0.0,0.0,0.0
2023-01-08 01:00:00,-10.521,73.839,7,1.625,0.502,0.5,0.002
2023-01-08 02:00:00,-10.293,90.414,7,1.667,0.638,0.635,0.003
2023-01-08 03:00:00,-9.351,23.531,7,1.708,3.076,3.06,0.016
2023-01-08 04:00:00,-6.838,17.539,7,1.75,4.269,4.246,0.023
2023-01-08 05:00:00,-4.796,69.622,7,1.792,2.556,2.542,0.014
2023-01-08 06:00:00,-3.631,97.697,7,1.833,1.314,1.307,0.007
2023-01-08 07:00:00,-1.235,74.996,7,1.875,2.975,2.958,0.017
2023-01-08 08:00:00,-1.658,28.458,7,1.917,6.606,6.568,0.039
2023-01-08 09:00:00,2.259,41.996,7,1.958,6.006,5.97,0.036
2023-01-08 10:00:00,-0.383,38.432,7,2.0,6.566,6.526,0.04
2023-01-08 11:00:00,6.086,85.21,7,2.042,2.874,2.857,0.018
2023-01-08 12:00:00,2.067,77.137,7,2.083,3.572,3.549,0.023
2023-01-08 13:00:00,-1.069,58.898,7,2.125,5.048,5.016,0.033
2023-01-08 14:00:00,-1.996,27.496,7,2.167,7.446,7.397,0.049
2023-01-08 15:00:00,0.317,93.799,7,2.208,2.017,2.004,0.014
2023-01-08 16:00:00,-2.131,65.332,7,2.25,3.945,3.918,0.027
2023-01-08 17:00:00,-1.462,97.048,7,2.292,1.517,1.507,0.011
2023-01-08 18:00:00,-3.237,58.012,7,2.333,3.653,3.627,0.026
2023-01-08 19:00:00,-5.624,82.119,7,2.375,1.922,1.908,0.014
2023-01-08 20:00:00,-8.378,81.311,7,2.417,1.612,1.6,0.012
2023-01-08 21:00:00,-10.749,33.733,7,2.458,2.751,2.731,0.021
2023-01-08 22:00:00,-9.407,96.402,7,0.0,0.509,0.509,0.0
2023-01-08 23:00:00,-7.301,2.194,7,0.042,1.281,1.281,0.0
2023-01-09 00:00:00,-8.67,76.871,8,0.083,0.0,0.0,0.0
2023-01-09 01:00:00,-11.419,96.556,8,0.125,0.255,0.255,0.0
2023-01-09 02:00:00,-8.082,33.891,8,0.167,1.857,1.856,0.001
2023-01-09 03:00:00,-6.863,64.811,8,0.208,1.76,1.759,0.001
2023-01-09 04:00:00,-8.366,56.222,8,0.25,2.657,2.655,0.002
2023-01-09 05:00:00,-5.084,76.151,8,0.292,2.224,2.222,0.002
2023-01-09 06:00:00,-3.981,86.618,8,0.333,1.967,1.965,0.002
2023-01-09 07:00:00,-5.09,60.304,8,0.375,3.947,3.942,0.005
2023-01-09 08:00:00,-0.882,81.59,8,0.417,2.772,2.768,0.004
2023-01-09 09:00:00,0.559,31.229,8,0.458,6.835,6.824,0.01
2023-01-09 10:00:00,2.398,22.859,8,0.5,7.819,7.807,0.013
2023-01-09 11:00:00,2.839,43.067,8,0.542,6.356,6.345,0.011
2023-01-09 12:00:00,-1.853,67.774,8,0.583,4.352,4.344,0.008
2023-01-09 13:00:00,-1.144,18.725,8,0.625,8.367,8.351,0.017
2023-01-09 14:00:00,1.262,68.035,8,0.667,4.183,4.174,0.009
2023-01-09 15:00:00,0.465,39.409,8,0.708,6.205,6.191,0.014
2023-01-09 16:00:00,-0.568,79.558,8,0.75,2.919,2.912,0.007
2023-01-09 17:00:00,4.902,3.684,8,0.792,7.69,7.671,0.019
2023-01-09 18:00:00,-2.956,66.798,8,0.833,3.135,3.127,0.008
2023-01-09 19:00:00,-3.121,64.982,8,0.875,2.791,2.783,0.008
2023-01-09 20:00:00,-4.69,94.094,8,0.917,1.079,1.076,0.003
2023-01-09 21:00:00,-6.331,71.337,8,0.958,1.552,1.547,0.005
2023-01-09 22:00:00,-9.059,79.63,8,1.0,0.871,0.868,0.003
2023-01-09 23:00:00,-7.41,90.459,8,1.042,0.321,0.32,0.001
2023-01-10 00:00:00,-10.553,67.505,9,1.083,0.0,0.0,0.0
2023-01-10 01:00:00,-9.311,29.015,9,1.125,0.99,0.986,0.003
2023-01-10 02:00:00,-9.308,86.977,9,1.167,0.712,0.71,0.003
2023-01-10 03:00:00,-7.379,74.758,9,1.208,1.443,1.437,0.005
2023-01-10 04:00:00,-1.878,42.444,9,1.25,3.232,3.219,0.013
2023-01-10 05:00:00,-9.036,71.053,9,1.292,2.483,2.473,0.01
2023-01-10 06:00:00,-2.635,86.769,9,1.333,1.958,1.95,0.008
2023-01-10 07:00:00,-5.939,97.565,9,1.375,1.483,1.477,0.006
2023-01-10 08:00:00,-2.451,95.235,9,1.417,1.787,1.779,0.008
2023-01-10 09:00:00,1.706,32.533,9,0.0,6.734,6.733,0.001
2023-01-10 10:00:00,0.451,42.169,9,0.042,6.265,6.263,0.002
2023-01-10 11:00:00,-1.333,10.954,9,0.083,9.009,9.006,0.003
2023-01-10 12:00:00,-0.438,24.754,9,0.125,7.937,7.933,0.004
2023-01-10 13:00:00,2.181,88.242,9,0.167,2.624,2.622,0.002
2023-01-10 14:00:00,-1.138,36.085,9,0.208,6.755,6.75,0.005
2023-01-10 15:00:00,-0.039,62.055,9,0.25,4.461,4.457,0.004
2023-01-10 16:00:00,-1.416,66.597,9,0.292,3.854,3.85,0.004
2023-01-10 17:00:00,-4.017,78.183,9,0.333,2.765,2.762,0.003
2023-01-10 18:00:00,0.28,18.28,9,0.375,5.994,5.986,0.007
2023-01-10 19:00:00,-4.034,30.481,9,0.417,4.541,4.535,0.006
2023-01-10 20:00:00,-10.558,44.834,9,0.458,3.132,3.127,0.005
2023-01-10 21:00:00,-7.17,36.484,9,0.5,2.663,2.659,0.004
2023-01-10 22:00:00,-9.661,98.291,9,0.542,0.468,0.467,0.001
2023-01-10 23:00:00,-7.132,83.494,9,0.583,0.397,0.396,0.001
2023-01-11 00:00:00,-10.498,47.969,10,0.625,0.0,0.0,0.0
2023-01-11 01:00:00,-8.972,87.927,10,0.667,0.349,0.348,0.001
2023-01-11 02:00:00,-7.233,34.765,10,0.708,1.838,1.834,0.004
2023-01-11 03:00:00,-5.717,78.583,10,0.75,1.321,1.318,0.003
2023-01-11 04:00:00,-8.814,22.368,10,0.792,4.068,4.058,0.01
2023-01-11 05:00:00,-5.876,77.232,10,0.833,2.17,2.164,0.006
2023-01-11 06:00:00,-4.863,45.645,10,0.875,4.381,4.369,0.012
2023-01-11 07:00:00,-3.926,10.75,10,0.917,7.223,7.202,0.021
2023-01-11 08:00:00,2.118,27.326,10,0.958,6.688,6.668,0.02
2023-01-11 09:00:00,0.432,40.227,10,1.0,6.142,6.122,0.019
2023-01-11 10:00:00,-2.105,74.929,10,1.042,3.628,3.616,0.012
2023-01-11 11:00:00,2.752,7.298,10,1.083,9.311,9.28,0.032
2023-01-11 12:00:00,5.331,65.955,10,1.125,4.504,4.488,0.016
2023-01-11 13:00:00,2.981,71.601,10,1.167,3.999,3.984,0.015
2023-01-11 14:00:00,-2.622,65.392,10,1.208,4.396,4.379,0.017
2023-01-11 15:00:00,-1.346,76.067,10,1.25,3.382,3.369,0.013
2023-01-11 16:00:00,1.121,17.817,10,1.292,7.374,7.345,0.03
2023-01-11 17:00:00,-4.034,58.71,10,1.333,4.052,4.035,0.017
2023-01-11 18:00:00,-3.025,94.114,10,1.375,1.525,1.519,0.007
2023-01-11 19:00:00,-3.658,61.078,10,1.417,2.989,2.976,0.013
2023-01-11 20:00:00,-8.267,61.134,10,1.458,2.453,2.442,0.011
2023-01-11 21:00:00,-7.568,73.644,10,1.5,1.478,1.471,0.007
2023-01-11 22:00:00,-14.726,33.32,10,1.542,1.87,1.861,0.009
2023-01-11 23:00:00,-10.792,70.048,10,1.583,0.543,0.541,0.003
2023-01-12 00:00:00,-9.32,91.623,11,1.625,0.0,0.0,0.0
2023-01-12 01:00:00,-11.14,1.09,11,1.667,1.293,1.287,0.007
2023-01-12 02:00:00,-4.88,87.011,11,1.708,0.712,0.708,0.004
2023-01-12 03:00:00,-10.21,21.862,11,1.75,3.13,3.113,0.017
2023-01-12 04:00:00,-7.195,45.592,11,1.792,3.1,3.083,0.017
2023-01-12 05:00:00,-4.847,85.235,11,0.0,1.764,1.763,0.0
2023-01-12 06:00:00,-0.932,82.391,11,0.042,2.216,2.216,0.001
2023-01-12 07:00:00,-5.392,89.193,11,0.083,2.037,2.036,0.001
2023-01-12 08:00:00,1.012,94.042,11,0.125,1.873,1.872,0.001
2023-01-12 09:00:00,-0.259,44.716,11,0.167,5.796,5.792,0.004
2023-01-12 10:00:00,-1.447,65.636,11,0.208,4.376,4.373,0.003
2023-01-12 11:00:00,1.939,39.048,11,0.25,6.688,6.682,0.006
2023-01-12 12:00:00,1.584,35.072,11,0.292,7.077,7.07,0.007
2023-01-12 13:00:00,-0.185,43.16,11,0.333,6.349,6.341,0.007
2023-01-12 14:00:00,0.655,74.308,11,0.375,3.678,3.673,0.005
2023-01-12 15:00:00,-1.05,50.144,11,0.417,5.378,5.371,0.008
2023-01-12 16:00:00,-1.088,81.406,11,0.458,2.785,2.781,0.004
2023-01-12 17:00:00,-1.196,74.522,11,0.5,3.007,3.002,0.005
2023-01-12 18:00:00,-0.643,2.048,11,0.542,6.95,6.938,0.012
2023-01-12 19:00:00,-7.584,63.024,11,0.583,2.89,2.885,0.005
2023-01-12 20:00:00,-2.049,43.657,11,0.625,3.181,3.175,0.006
2023-01-12 21:00:00,-11.254,45.663,11,0.667,2.371,2.366,0.005
2023-01-12 22:00:00,-8.448,81.837,11,0.708,0.823,0.821,0.002
2023-01-12 23:00:00,-7.468,54.761,11,0.75,0.71,0.708,0.002
2023-01-13 00:00:00,-8.15,88.562,12,0.792,0.0,0.0,0.0
2023-01-13 01:00:00,-9.787,71.281,12,0.833,0.53,0.529,0.001
2023-01-13 02:00:00,-8.458,55.284,12,0.875,1.396,1.392,0.004
2023-01-13 03:00:00,-8.233,75.454,12,0.917,1.421,1.416,0.004
2023-01-13 04:00:00,-7.391,3.835,12,0.958,4.84,4.826,0.015
2023-01-13 05:00:00,-3.307,2.708,12,1.0,5.95,5.931,0.019
2023-01-13 06:00:00,-2.998,8.335,12,1.042,6.58,6.558,0.022
2023-01-13 07:00:00,-3.804,43.757,12,1.083,5.041,5.023,0.017
2023-01-13 08:00:00,0.587,23.545,12,1.125,6.961,6.936,0.025
2023-01-13 09:00:00,0.438,98.426,12,1.167,1.661,1.655,0.006
2023-01-13 10:00:00,2.244,54.229,12,1.208,5.294,5.274,0.02
2023-01-13 11:00:00,2.377,66.242,12,1.25,4.442,4.424,0.017
2023-01-13 12:00:00,-0.37,27.882,12,1.292,7.676,7.645,0.031
2023-01-13 13:00:00,-0.003,32.18,12,1.333,7.256,7.226,0.03
2023-01-13 14:00:00,2.113,33.546,12,1.375,6.959,6.929,0.03
2023-01-13 15:00:00,1.044,69.874,12,1.417,3.859,3.842,0.017
2023-01-13 16:00:00,-1.254,47.371,12,1.458,5.242,5.218,0.024
2023-01-13 17:00:00,-2.183,51.768,12,1.5,4.511,4.49,0.021
2023-01-13 18:00:00,-1.157,59.2,12,1.542,3.583,3.566,0.017
2023-01-13 19:00:00,-6.189,76.881,12,1.583,2.187,2.177,0.011
2023-01-13 20:00:00,-5.118,9.037,12,1.625,4.623,4.6,0.023
2023-01-13 21:00:00,-7.652,77.687,12,1.667,1.349,1.342,0.007
2023-01-13 22:00:00,-8.477,56.324,12,1.708,1.373,1.366,0.007
2023-01-13 23:00:00,-6.344,66.91,12,1.75,0.577,0.574,0.003
2023-01-14 00:00:00,-6.954,32.755,13,1.792,0.0,0.0,0.0
2023-01-14 01:00:00,-6.808,40.939,13,1.833,0.86,0.855,0.005
2023-01-14 02:00:00,-5.324,23.117,13,1.875,2.09,2.077,0.012
2023-01-14 03:00:00,-7.099,97.93,13,1.917,0.704,0.7,0.004
2023-01-14 04:00:00,-4.741,49.7,13,1.958,2.929,2.911,0.018
2023-01-14 05:00:00,-5.52,99.608,13,2.0,1.035,1.028,0.006
2023-01-14 06:00:00,-2.957,48.979,13,2.042,4.185,4.159,0.026
2023-01-14 07:00:00,-2.571,21.975,13,2.083,6.481,6.439,0.042
2023-01-14 08:00:00,-0.911,50.745,13,2.125,4.998,4.965,0.033
2023-01-14 09:00:00,1.121,3.96,13,2.167,8.934,8.874,0.06
2023-01-14 10:00:00,-0.912,90.477,13,2.208,2.376,2.36,0.016
2023-01-14 11:00:00,5.409,81.855,13,2.25,3.152,3.13,0.022
2023-01-14 12:00:00,-0.617,72.582,13,2.292,3.951,3.924,0.028
2023-01-14 13:00:00,-1.204,60.983,13,0.0,4.876,4.875,0.001
2023-01-14 14:00:00,3.041,57.983,13,0.042,4.992,4.99,0.002
2023-01-14 15:00:00,1.514,99.673,13,0.083,1.565,1.564,0.001
2023-01-14 16:00:00,0.143,27.8,13,0.125,6.654,6.65,0.004
2023-01-14 17:00:00,-1.054,77.968,13,0.167,2.779,2.777,0.002
2023-01-14 18:00:00,-3.63,58.14,13,0.208,3.645,3.642,0.003
2023-01-14 19:00:00,-6.694,97.588,13,0.25,1.137,1.136,0.001
2023-01-14 20:00:00,-5.954,82.78,13,0.292,1.551,1.549,0.002
2023-01-14 21:00:00,-8.495,99.853,13,0.333,0.643,0.642,0.001
2023-01-14 22:00:00,-5.985,58.832,13,0.375,1.319,1.318,0.002
2023-01-14 23:00:00,-8.729,20.454,13,0.417,1.083,1.081,0.002
2023-01-15 00:00:00,-10.145,50.369,14,0.458,0.0,0.0,0.0
2023-01-15 01:00:00,-8.967,71.111,14,0.5,0.532,0.531,0.001
2023-01-15 02:00:00,-6.999,77.436,14,0.542,0.918,0.916,0.002
2023-01-15 03:00:00,-8.157,0.051,14,0.583,3.825,3.818,0.007
2023-01-15 04:00:00,-7.639,50.503,14,0.625,2.896,2.89,0.006
2023-01-15 05:00:00,-4.301,23.523,14,0.667,4.894,4.884,0.011
2023-01-15 06:00:00,-3.005,87.491,14,0.708,1.916,1.911,0.004
2023-01-15 07:00:00,-3.214,15.291,14,0.75,6.923,6.906,0.017
2023-01-15 08:00:00,-1.937,66.646,14,0.792,3.851,3.841,0.01
2023-01-15 09:00:00,0.505,26.606,14,0.833,7.19,7.171,0.019
2023-01-15 10:00:00,-2.061,35.654,14,0.875,6.789,6.77,0.019
2023-01-15 11:00:00,-1.48,94.056,14,0.917,2.144,2.137,0.006
